,ID,건물명,주소,판매 유형,건물 유형,보증금,월 납입 비용,관리비,면적(단위:평),주변 지하철역,준공일자,판매등록일자,구,동
22460,40084950,미등록 건물명,강북구 번동 462-120,월세,빌라,500.0,60.0,0,9.0,"['수유역', '쌍문역', '가오리역']",19930621,2024-03-25,강북구,번동
2786,40009911,미등록 건물명,강북구 미아동 223-2,월세,원룸,500.0,50.0,8,8.0,"['미아역', '삼양역', '삼양사거리역']",1993-08-18,2024-05-03,강북구,미아동
20282,40076962,미등록 건물명,강북구 수유동 300-1,매매,빌라,2.0,18.0,"['가오리역', '4.19민주묘지역', '화계역']",2013-02-20,2024-03-08,,,강북구,수유동
20285,40076978,미등록 건물명,강북구 수유동 472-379,월세,빌라,1000.0,50.0,0,13.0,"['화계역', '삼양역', '수유역']",20020529,2024-03-11,강북구,수유동
8179,40031453,미등록 건물명,강북구 수유동 168-44,월세,원룸,1000.0,50.0,5,6.0,"['수유역', '쌍문역', '가오리역']",2011-11-01,2024-03-11,강북구,수유동
1416,40005213,하이리움,강북구 수유동 87-1,월세,오피스텔,500.0,83.0,9,7.0,"['화계역', '수유역', '미아역']",2022-06-30,2024-03-14,강북구,수유동
8197,40031500,미등록 건물명,강북구 미아동 258-74,전세,빌라,6000.0,0.0,0,11.0,"['미아역', '삼양역', '삼양사거리역']",19881027,2024-04-23,강북구,미아동
20376,40077407,미등록 건물명,강북구 미아동 310-45,전세,빌라,28000.0,0.0,2,30.0,"['미아역', '삼양사거리역', '삼양역']",19981024,2024-03-09,강북구,미아동
22304,40084414,미등록 건물명,강북구 수유동 174-1,월세,원룸,10.0,29.0,0,3.0,"['수유역', '가오리역', '쌍문역']",19700309,2024-03-07,강북구,수유동
2697,40009581,예도팔라티움,강북구 수유동 223-7,전세,오피스텔,15300.0,0.0,8,4.1,"['수유역', '가오리역', '화계역']",20230227,2024-03-04,강북구,수유동
11610,40045175,미등록 건물명,강북구 수유동 391-314,전세,빌라,6000.0,0.0,0,9.1,"['가오리역', '화계역', '수유역']",1993-11-15 ,2024-03-05,강북구,수유동
22262,40084286,미등록 건물명,강북구 미아동 52-40,월세,원룸,1000.0,45.0,7,6.0,"['미아사거리역', '길음역', '월곡역']",2016-11-29 ,2024-07-12,강북구,미아동
1895,40006863,미등록 건물명,강북구 수유동 37-2,월세,원룸,300.0,35.0,5,6.0,"['가오리역', '수유역', '화계역']",20151209,2024-07-23,강북구,수유동
20432,40077672,미등록 건물명,강북구 수유동 46-37,월세,원룸,500.0,50.0,0,12.0,"['화계역', '수유역', '가오리역']",19941217,2024-03-06,강북구,수유동
1514,40005582,미등록 건물명,강북구 번동 464-3,월세,원룸,3000.0,53.0,8,6.4,"['수유역', '쌍문역', '가오리역']",20120330,2024-03-06,강북구,번동
22089,40083701,미등록 건물명,강북구 수유동 169-54,월세,원룸,300.0,37.0,6,5.0,"['수유역', '쌍문역', '가오리역']",20170308,2024-04-06,강북구,수유동
12620,40049322,미등록 건물명,강북구 번동 463-19,월세,원룸,3000.0,50.0,5,6.0,"['수유역', '가오리역', '쌍문역']",2011-10-12 ,2024-03-05,강북구,번동
12594,40049177,유경와이케이빌,강북구 수유동 90-3,전세,오피스텔,17000.0,0.0,11,7.0,"['화계역', '수유역', '삼양역']",2020.5,2024-03-05,강북구,수유동
1716,40006211,미등록 건물명,강북구 수유동 222-63,월세,원룸,500.0,45.0,7,7.0,"['수유역', '가오리역', '화계역']",2015-10-27 ,2024-03-01,강북구,수유동
1771,40006432,미등록 건물명,강북구 수유동 223-25,월세,원룸,300.0,47.0,5,7.0,"['수유역', '가오리역', '화계역']",2011.06,2024-03-25,강북구,수유동
2513,40008918,미등록 건물명,강북구 미아동 87-176,월세,원룸,500.0,52.0,9,7.0,"['미아사거리역', '삼양사거리역', '미아역']",20131220,2024-03-01,강북구,미아동
20827,40079242,미등록 건물명,강북구 수유동 29-18,월세,원룸,500.0,52.0,6,6.0,"['수유역', '가오리역', '화계역']",20170522,2024-03-06,강북구,수유동
11958,40046732,에피소드수유838,강북구 수유동 740,월세,오피스텔,1000.0,76.0,9.5,6.3,"['수유역', '화계역', '가오리역']",2021-12-10,2024-04-04,강북구,수유동
8333,40032089,미등록 건물명,강북구 미아동 330-11,월세,원룸,300.0,34.0,8,6.1,"['미아사거리역', '삼양사거리역', '미아역']",2010-08-30 ,2024-03-13,강북구,미아동
20852,40079318,미등록 건물명,강북구 수유동 348-34,월세,빌라,1000.0,30.0,0,10.0,"['가오리역', '4.19민주묘지역', '화계역']",19930113,2024-04-02,강북구,수유동
11993,40046880,미등록 건물명,강북구 수유동 172-214,월세,원룸,500.0,45.0,8,7.0,"['수유역', '가오리역', '쌍문역']",2016-06-28 ,2024-03-04,강북구,수유동
11649,40045365,미등록 건물명,강북구 번동 467-3,월세,원룸,300.0,40.0,5,2.5,"['수유역', '쌍문역', '가오리역']",2017.11.08,2024-03-31,강북구,번동
7804,40029850,미등록 건물명,서울시 강북구 번동,월세,빌라,300.0,28.0,0,9.0,"['수유역', '쌍문역', '가오리역']",1992.09.25,2024-03-09,강북구,번동
3006,40010622,미등록 건물명,강북구 수유동 173-13,월세,원룸,3000.0,20.0,5,6.0,"['수유역', '쌍문역', '가오리역']",20100721,2024-03-07,강북구,수유동
10639,40041027,미등록 건물명,강북구 우이동 72-142,월세,원룸,500.0,28.0,5,5.0,"['4.19민주묘지역', '솔밭공원역', '가오리역']",20110110,2024-03-04,강북구,우이동
9363,40035957,미등록 건물명,강북구 미아동 301-51,월세,원룸,500.0,39.0,7,4.3,"['미아역', '삼양역', '삼양사거리역']",20130830,2024-07-13,강북구,미아동
23569,40088696,미등록 건물명,서울시 강북구 번동,월세,빌라,500.0,35.0,0,10.0,"['수유역', '쌍문역', '가오리역']",19931126,2024-03-12,강북구,번동
10160,40038785,미등록 건물명,강북구 미아동 218-87,월세,원룸,200.0,33.0,7,7.0,"['미아역', '삼양역', '화계역']",2017.09.18,2024-03-05,강북구,미아동
10155,40038769,미등록 건물명,강북구 미아동 218-87,월세,원룸,200.0,36.0,6,7.0,"['미아역', '삼양역', '화계역']",20170918,2024-03-02,강북구,미아동
9591,40036776,미등록 건물명,서울시 강북구 번동,전세,빌라,14000.0,0.0,0,15.6,"['수유역', '쌍문역', '가오리역']",1998년 1월30일,2024-03-07,강북구,번동
19225,40073045,미등록 건물명,강북구 수유동 170-25,월세,원룸,100.0,43.0,7,6.1,"['수유역', '가오리역', '쌍문역']",2016-09-08 ,2024-03-24,강북구,수유동
23568,40088692,미등록 건물명,서울시 강북구 번동,전세,빌라,15000.0,0.0,0,17.0,"['수유역', '쌍문역', '화계역']",19690605,2024-03-27,강북구,번동
3271,40011504,미등록 건물명,강북구 미아동 127-3,월세,원룸,2000.0,60.0,7,7.5,"['미아역', '삼양사거리역', '삼양역']",2017-07-14 ,2024-03-31,강북구,미아동
23297,40087763,미등록 건물명,강북구 수유동 229-50,전세,빌라,40000.0,0.0,15,25.7,"['수유역', '화계역', '가오리역']",20050805,2024-03-11,강북구,수유동
23637,40088934,미등록 건물명,강북구 미아동 258-679,전세,빌라,8000.0,0.0,0,11.9,"['미아역', '삼양역', '삼양사거리역']",1988.10.25,2024-03-09,강북구,미아동
13367,40052030,미등록 건물명,강북구 수유동 29-34,월세,원룸,500.0,37.0,6,4.0,"['수유역', '가오리역', '화계역']",20180521,2024-03-22,강북구,수유동
3262,40011485,미등록 건물명,강북구 미아동 75-294,월세,원룸,500.0,40.0,5,6.0,"['미아사거리역', '삼양사거리역', '미아역']", 2012.07.19,2024-03-01,강북구,미아동
10045,40038367,미등록 건물명,강북구 번동 416-90,월세,원룸,3000.0,20.0,6,6.0,"['수유역', '화계역', '가오리역']",2010.07.05,2024-03-04,강북구,번동
9992,40038186,미등록 건물명,강북구 수유동 391-309,월세,빌라,3000.0,88.0,9,13.4,"['가오리역', '화계역', '수유역']",2017-09-28,2024-03-06,강북구,수유동
136,40000439,수유역더오페라,강북구 수유동 45-2,월세,오피스텔,2000.0,125.0,13,8.5,"['수유역', '화계역', '가오리역']",20231031,2024-03-29,강북구,수유동
23291,40087750,미등록 건물명,강북구 수유동 472,월세,원룸,500.0,39.0,6,6.0,"['화계역', '삼양역', '수유역']",20190128,2024-03-21,강북구,수유동
10192,40038903,미등록 건물명,강북구 수유동 298-14,전세,빌라,15000.0,0.0,6,9.0,"['가오리역', '4.19민주묘지역', '화계역']",20211005,2024-03-05,강북구,수유동
19198,40072954,미등록 건물명,강북구 수유동 313-45,월세,빌라,3000.0,100.0,5,13.3,"['가오리역', '4.19민주묘지역', '수유역']",2023-04-19 ,2024-03-28,강북구,수유동
298,40000948,미등록 건물명,강북구 미아동 158-89,전세,빌라,34000.0,0.0,5,14.4,"['수유역', '화계역', '미아역']",20230113,2024-03-05,강북구,미아동
300,40000960,미등록 건물명,강북구 미아동 215-25,전세,빌라,18000.0,0.0,0,18.0,"['미아역', '삼양역', '삼양사거리역']",1995-05-30 ,2024-02-29,강북구,미아동
237,40000749,미등록 건물명,강북구 미아동 121-1,월세,원룸,3000.0,50.0,0,15.0,"['미아역', '삼양역', '삼양사거리역']",1985.8.29,2024-03-14,강북구,미아동
7655,40029194,어반빌리움수유,강북구 수유동 92-8,전세,오피스텔,17000.0,0.0,8,5.1,"['화계역', '수유역', '미아역']",2021.10.29,2024-03-23,강북구,수유동
351,40001088,미등록 건물명,강북구 미아동 742-12,전세,빌라,5000.0,0.0,0,12.1,"['삼양사거리역', '삼양역', '미아역']",19941119,2024-03-02,강북구,미아동
234,40000733,미등록 건물명,강북구 수유동 29-34,월세,원룸,500.0,37.0,6,5.5,"['수유역', '가오리역', '화계역']",20180521,2024-08-16,강북구,수유동
23376,40087983,미등록 건물명,강북구 번동 444-13,월세,빌라,500.0,48.0,0,9.0,"['수유역', '화계역', '미아역']",1993-12-29,2024-03-11,강북구,번동
3374,40011821,미등록 건물명,강북구 번동 446-68,월세,원룸,1000.0,85.0,9,4.8,"['수유역', '화계역', '가오리역']",20230830,2024-07-17,강북구,번동
23389,40088052,미등록 건물명,강북구 번동 468-26,월세,원룸,3000.0,5.0,7,5.0,"['수유역', '쌍문역', '가오리역']",20170412,2024-08-24,강북구,번동
7706,40029519,미등록 건물명,강북구 번동 416-127,월세,원룸,1000.0,75.0,6,8.0,"['수유역', '화계역', '가오리역']",2000-10-06 ,2024-03-23,강북구,번동
10272,40039284,미등록 건물명,강북구 미아동 158-89,전세,빌라,34000.0,0.0,7,14.4,"['수유역', '화계역', '미아역']",2023-01-13 ,2024-03-05,강북구,미아동
7712,40029538,미등록 건물명,강북구 미아동 791-1888,전세,빌라,15000.0,0.0,1,17.9,"['솔샘역', '삼양역', '삼양사거리역']",19991012,2024-03-12,강북구,미아동
13383,40052083,미등록 건물명,강북구 미아동 307-76,월세,원룸,1000.0,59.0,7,7.0,"['삼양사거리역', '미아역', '삼양역']",20170223,2024-03-07,강북구,미아동
9383,40036043,미등록 건물명,강북구 수유동 252-125,매매,빌라,4.5,8.6,"['가오리역', '수유역', '4.19민주묘지역']",20091231,2024-07-29,,,강북구,수유동
19164,40072866,아르테가수유역,강북구 미아동 160-26,월세,오피스텔,1000.0,150.0,9,9.0,"['수유역', '화계역', '미아역']",2022-12-14 ,2024-03-08,강북구,미아동
9649,40036980,미등록 건물명,강북구 미아동 158-20,월세,빌라,3000.0,83.0,7,11.0,"['수유역', '화계역', '미아역']",19901019,2024-03-07,강북구,미아동
23355,40087915,미등록 건물명,강북구 수유동 391-309,월세,빌라,2000.0,85.0,5,10.0,"['가오리역', '화계역', '수유역']",2017-09-28,2024-03-16,강북구,수유동
19272,40073232,미등록 건물명,강북구 수유동 49-69,월세,원룸,500.0,30.0,7,5.7,"['화계역', '삼양역', '수유역']",2016-08-04,2024-05-03,강북구,수유동
3219,40011369,미등록 건물명,강북구 번동 467-1,월세,원룸,500.0,60.0,5,7.0,"['수유역', '쌍문역', '가오리역']",20190213,2024-03-11,강북구,번동
23262,40087673,미등록 건물명,강북구 번동 148-188,전세,빌라,9600.0,0.0,0,14.1,"['미아역', '삼양사거리역']",1990.4.11,2024-03-29,강북구,번동
9747,40037331,미등록 건물명,강북구 수유동 56-112,전세,빌라,22000.0,0.0,0,18.7,"['화계역', '삼양역', '미아역']",19721026,2024-03-05,강북구,수유동
23771,40089495,에피소드수유838,강북구 수유동 740,월세,오피스텔,3000.0,107.0,0,15.8,"['수유역', '화계역', '가오리역']",2021.11.10,2024-03-31,강북구,수유동
9323,40035771,미등록 건물명,강북구 수유동 391-128,매매,빌라,2.0,12.3,"['가오리역', '화계역', '수유역']",2015-06-26 ,2024-08-03,,,강북구,수유동
99,40000327,미등록 건물명,강북구 수유동 166-72,월세,빌라,1000.0,95.0,5,12.0,"['수유역', '쌍문역', '가오리역']",2018-03-23,2024-03-05,강북구,수유동
73,40000200,스카이뷰,강북구 수유동 48-81,월세,오피스텔,1000.0,80.0,9,7.0,"['화계역', '수유역', '삼양역']",20230920,2024-03-29,강북구,수유동
9808,40037540,미등록 건물명,강북구 번동 466-20,월세,원룸,200.0,24.0,6,5.4,"['수유역', '쌍문역', '가오리역']",20180529,2024-03-04,강북구,번동
23773,40089500,에피소드수유838,강북구 수유동 740,월세,오피스텔,1000.0,87.0,8,6.4,"['수유역', '화계역', '가오리역']",2021.12.10,2024-03-31,강북구,수유동
23272,40087699,미등록 건물명,강북구 수유동 167-22,월세,원룸,200.0,36.0,5,4.0,"['수유역', '쌍문역', '가오리역']",20180221,2024-03-12,강북구,수유동
19254,40073182,미등록 건물명,강북구 미아동 90-39,월세,원룸,500.0,37.0,8,5.0,"['미아사거리역', '삼양사거리역', '미아역']",2018-04-17 ,2024-05-03,강북구,미아동
7757,40029714,미등록 건물명,강북구 수유동 301-21,월세,빌라,2000.0,55.0,0,13.0,"['가오리역', '4.19민주묘지역', '화계역']",1970년5월10일,2024-03-05,강북구,수유동
23516,40088486,마곡헤리움2차,강서구 마곡동 758-3,월세,오피스텔,10000.0,39.0,7,6.8,"['마곡나루역', '신방화역', '마곡역']",2016.04.26,2024-03-09,강서구,마곡동
6867,40025783,미등록 건물명,강서구 화곡동 504-20,월세,빌라,200.0,100.0,5,8.6,"['목동역', '신정역', '까치산역']",20191113,2024-03-04,강서구,화곡동
2,40000008,미등록 건물명,강서구 화곡동 914-28,전세,원룸,5000.0,0.0,15,6.0,"['까치산역', '신정역', '신정네거리역']",20090310,2024-08-26,강서구,화곡동
23815,40089730,미르웰플러스,강서구 마곡동 784-4,월세,오피스텔,13000.0,10.0,7,5.9,"['양천향교역', '발산역', '마곡나루역']",2015.12.11,2024-07-17,강서구,마곡동
17049,40065933,미등록 건물명,강서구 화곡동 1055-16,월세,원룸,300.0,42.0,8,6.2,"['화곡역', '우장산역', '까치산역']",20120423,2024-07-08,강서구,화곡동
11681,40045516,마곡경동미르웰,강서구 마곡동 784,월세,오피스텔,1000.0,65.0,6,5.4,"['양천향교역', '발산역', '마곡나루역']",20150508,2024-03-06,강서구,마곡동
224,40000701,미등록 건물명,강서구 명지동 3448-5,월세,원룸,500.0,40.0,10,12.0,없음,201801016,2024-08-15,강서구,
5970,40022273,미등록 건물명,강서구 화곡동 457-20,월세,빌라,5000.0,70.0,5,8.8,"['까치산역', '신정역', '목동역']",2022-12-28,2024-03-20,강서구,화곡동
21990,40083331,명지대방디엠시티센텀오션2,강서구 명지동 3432-3,월세,오피스텔,500.0,47.0,6,8.2,없음,20210412,2024-03-23,강서구,
21983,40083315,명지대방디엠시티센텀오션2,강서구 명지동 3432-3,월세,오피스텔,1000.0,70.0,9,14.5,없음,20210412,2024-03-23,강서구,
14793,40057131,미등록 건물명,강서구 등촌동 645-8,월세,빌라,25200.0,7.0,4,12.3,"['증미역', '등촌역', '가양역']",2016년3월4일,2024-03-16,강서구,등촌동
21977,40083296,명지대방디엠시티센텀오션2,강서구 명지동 3432-3,월세,오피스텔,300.0,39.0,7,8.5,없음,20210412,2024-03-11,강서구,
21972,40083276,현대센트럴가양,강서구 등촌동 640-2,전세,오피스텔,25000.0,0.0,7,8.5,"['가양역', '증미역', '등촌역']",20210520,2024-03-31,강서구,등촌동
6121,40022811,우성르보아1차,강서구 마곡동 793-6,월세,오피스텔,500.0,65.0,6,5.6,"['발산역', '양천향교역', '마곡나루역']",2015.01.14,2024-03-04,강서구,마곡동
11830,40046155,미등록 건물명,강서구 신호동 250-2,월세,원룸,200.0,25.0,8,12.0,없음,20111216,2024-03-16,강서구,
5011,40018280,세종보타닉2차,강서구 가양동 251-2,전세,오피스텔,22900.0,0.0,8,8.7,"['양천향교역', '마곡나루역', '발산역']",20200902,2024-03-06,강서구,가양동
22014,40083426,미등록 건물명,강서구 화곡동 821-26,월세,빌라,3000.0,100.0,5,7.7,"['까치산역', '신정역', '목동역']",2022.08.29,2024-04-13,강서구,화곡동
15807,40060757,원타워5차,강서구 화곡동 987-7,월세,오피스텔,3000.0,60.0,7,5.2,"['우장산역', '화곡역', '발산역']",2021.12.28.,2024-05-31,강서구,화곡동
6055,40022565,마곡센트럴대방디엠시티,강서구 마곡동 776-2,월세,오피스텔,1000.0,80.0,7,7.4,"['양천향교역', '발산역', '마곡나루역']",2017.01.04,2024-03-14,강서구,마곡동
22197,40084065,연우넥스트파크뷰,강서구 화곡동 1110,월세,오피스텔,1000.0,85.0,0,7.3,"['가양역', '증미역', '등촌역']",20190925,2024-03-07,강서구,화곡동
5923,40022064,마곡파크뷰대방디엠시티,강서구 마곡동 776,전세,오피스텔,32000.0,0.0,9,10.7,"['양천향교역', '마곡나루역', '발산역']",201903,2024-03-06,강서구,마곡동
11558,40044934,미등록 건물명,강서구 화곡동 1083-30,월세,원룸,500.0,47.0,6,4.9,"['화곡역', '우장산역', '까치산역']",2015,2024-03-05,강서구,화곡동
294,40000939,명지국제신도시삼정그린코아더베스트,강서구 명지동 3599-3,월세,오피스텔,1000.0,85.0,9,17.7,없음,2019.08.12,2024-03-19,강서구,
5926,40022077,미등록 건물명,강서구 명지동 3506-2,월세,원룸,500.0,42.0,10,12.0,없음,20180223,2024-07-04,강서구,
23472,40088319,미등록 건물명,강서구 화곡동 382-14,월세,원룸,300.0,43.0,11,5.4,"['까치산역', '화곡역', '신정역']",20090522,2024-03-14,강서구,화곡동
17434,40067248,플레이스H,강서구 마곡동 793-9,월세,오피스텔,1000.0,65.0,7,5.6,"['발산역', '양천향교역', '마곡나루역']",2015년 6월,2024-08-17,강서구,마곡동
270,40000859,강서구청파크뷰에버,강서구 화곡동 987-1,월세,오피스텔,1000.0,59.0,8,4.7,"['우장산역', '화곡역', '가양역']",20200320,2024-03-12,강서구,화곡동
22338,40084549,플레이스H,강서구 마곡동 793-9,월세,오피스텔,1000.0,63.0,8,5.6,"['발산역', '양천향교역', '마곡나루역']",20150622,2024-03-07,강서구,마곡동
10409,40039953,미등록 건물명,강서구 명지동 3496-2,월세,원룸,500.0,40.0,10,11.0,없음,20181226,2024-03-18,강서구,
15939,40061525,미등록 건물명,강서구 화곡동 24-46,전세,빌라,19000.0,0.0,2,17.6,"['화곡역', '우장산역']",20080730,2024-03-05,강서구,화곡동
16996,40065723,미등록 건물명,강서구 화곡동 163-9,전세,빌라,15800.0,0.0,1,15.7,"['까치산역', '신정역', '화곡역']",2008년 11월 28일,2024-03-09,강서구,화곡동
5130,40018809,미등록 건물명,강서구 명지동 3519-3,월세,원룸,500.0,45.0,10,11.0,없음,20200625,2024-03-03,강서구,
1437,40005278,마곡사이언스파크뷰,강서구 마곡동 795-5,월세,오피스텔,1000.0,70.0,7,6.7,"['발산역', '양천향교역', '마곡역']",2016.07.15,2024-03-13,강서구,마곡동
239,40000760,미등록 건물명,강서구 화곡동 973-2,매매,빌라,1.0,18.0,"['우장산역', '화곡역', '발산역']",20000927,2024-02-29,,,강서구,화곡동
2172,40007880,미등록 건물명,강서구 화곡동 348-16,전세,빌라,14000.0,0.0,6,8.3,"['까치산역', '화곡역', '신정역']",2022-05-02,2024-03-10,강서구,화곡동
5946,40022176,현대센트럴가양,강서구 등촌동 640-2,월세,오피스텔,8000.0,70.0,9.5,8.5,"['가양역', '증미역', '등촌역']",2021-05-20 ,2024-03-16,강서구,등촌동
21293,40080937,미등록 건물명,강서구 등촌동 646-38,전세,빌라,19000.0,0.0,5,8.6,"['등촌역', '증미역', '가양역']",20191129,2024-03-09,강서구,등촌동
2160,40007838,미등록 건물명,강서구 화곡동 362-77,월세,빌라,3000.0,80.0,4,9.1,"['까치산역', '화곡역']",2019.10,2024-03-01,강서구,화곡동
14830,40057240,SJ라벨라,강서구 화곡동 1111,월세,오피스텔,14580.0,10.0,8,5.3,"['가양역', '증미역', '등촌역']",20201105,2024-03-06,강서구,화곡동
11625,40045239,베르데하우스,강서구 등촌동 641-8,전세,오피스텔,24500.0,0.0,10,8.4,"['증미역', '가양역', '등촌역']",20211213,2024-07-30,강서구,등촌동
10349,40039619,미등록 건물명,강서구 화곡동 158-42,월세,빌라,22000.0,10.0,4.5,7.3,"['까치산역', '신정역', '화곡역']",2022.01.21,2024-07-20,강서구,화곡동
21957,40083209,명지대방디엠시티센텀오션2,강서구 명지동 3432-3,전세,오피스텔,15000.0,0.0,8,10.6,없음,20210412,2024-03-15,강서구,
4997,40018190,미등록 건물명,강서구 화곡동 338-30,월세,원룸,500.0,45.0,8,5.5,"['까치산역', '화곡역', '신정역']",2011.3.3.,2024-04-02,강서구,화곡동
11864,40046305,미등록 건물명,강서구 방화동 256-2,전세,빌라,26000.0,0.0,8,8.7,"['신방화역', '방화역', '공항시장역']",20220107,2024-04-01,강서구,방화동
58,40000156,스위트132드림하우스,강서구 화곡동 900-32,월세,오피스텔,10000.0,18.0,4.5,4.1,"['까치산역', '신정역', '신정네거리역']",2013-02-08 ,2024-03-07,강서구,화곡동
21604,40082087,미등록 건물명,강서구 화곡동 367-25,월세,원룸,2000.0,55.0,9,6.0,"['화곡역', '까치산역', '우장산역']",20240119,2024-03-21,강서구,화곡동
15887,40061279,마곡아이파크,강서구 마곡동 795-2,월세,오피스텔,1000.0,75.0,7,7.2,"['발산역', '양천향교역', '마곡나루역']",20161229,2024-07-17,강서구,마곡동
12030,40047002,미등록 건물명,강서구 화곡동 367-36,전세,원룸,11000.0,0.0,8,7.0,"['화곡역', '까치산역', '우장산역']",20190528,2024-03-07,강서구,화곡동
9693,40037127,미등록 건물명,강서구 명지동 3515-3,월세,원룸,500.0,40.0,8,14.0,없음,20190405,2024-04-02,강서구,
12039,40047021,미등록 건물명,강서구 화곡동 338-52,월세,원룸,2000.0,85.0,7,8.5,"['까치산역', '화곡역', '신정역']",20200302,2024-03-26,강서구,화곡동
21574,40081981,미등록 건물명,강서구 화곡동 29-57,전세,빌라,19530.0,0.0,7,8.2,"['화곡역', '우장산역']",2021.08.31,2024-03-21,강서구,화곡동
77,40000212,미등록 건물명,강서구 화곡동 393-23,월세,원룸,5000.0,46.0,7,9.0,"['까치산역', '신정역', '화곡역']",2016.08.19,2024-03-15,강서구,화곡동
1944,40007044,명지대방디엠시티센텀오션2,강서구 명지동 3432-3,월세,오피스텔,300.0,40.0,7,10.7,없음,2021.4.12,2024-07-17,강서구,
3526,40012314,미등록 건물명,강서구 화곡동 869-9,전세,빌라,15500.0,0.0,4,6.7,"['까치산역', '신정역', '목동역']",2018.02.13,2024-03-22,강서구,화곡동
21559,40081935,미등록 건물명,강서구 화곡동 904-3,월세,빌라,3700.0,75.0,8,12.0,"['까치산역', '신정역', '신정네거리역']",20200327,2024-03-13,강서구,화곡동
1950,40007075,미등록 건물명,강서구 화곡동 969-15,전세,원룸,9500.0,0.0,5,6.0,"['화곡역', '우장산역', '등촌역']",20150116,2024-03-13,강서구,화곡동
14704,40056848,스위트132드림하우스,강서구 화곡동 900-32,월세,오피스텔,10300.0,15.0,6.5,3.9,"['까치산역', '신정역', '신정네거리역']",20130208,2024-03-26,강서구,화곡동
15685,40060290,미등록 건물명,강서구 신호동 221-1,월세,원룸,300.0,35.0,10,10.0,없음,20151109,2024-03-07,강서구,
6076,40022640,미등록 건물명,강서구 화곡동 873-26,월세,원룸,1000.0,48.0,8,6.0,"['까치산역', '신정역', '목동역']",2017.8.9.,2024-08-14,강서구,화곡동
21555,40081918,미등록 건물명,강서구 방화동 612-162,월세,원룸,8000.0,10.0,10,4.1,"['공항시장역', '송정역', '김포공항역']",20150507,2024-04-05,강서구,방화동
21501,40081720,미등록 건물명,강서구 화곡동 1047-15,월세,원룸,1000.0,55.0,0,10.0,"['화곡역', '우장산역', '까치산역']",1996-08-21 ,2024-03-15,강서구,화곡동
12055,40047123,미등록 건물명,강서구 화곡동 24-578,월세,원룸,500.0,55.0,0,5.9,"['화곡역', '우장산역']",20020315,2024-03-04,강서구,화곡동
9644,40036952,미등록 건물명,강서구 명지동 3501-6,월세,원룸,500.0,37.0,10,12.0,없음,2017-10-30,2024-04-23,강서구,
15821,40060905,미등록 건물명,강서구 명지동 3515-3,월세,원룸,500.0,38.0,10,11.0,없음,20190405,2024-03-11,강서구,
14712,40056884,메종드NK,강서구 등촌동 649-13,월세,오피스텔,5000.0,110.0,5,8.1,"['등촌역', '증미역', '가양역']",2021.12.01,2024-07-18,강서구,등촌동
21613,40082118,미등록 건물명,강서구 명지동 3509-4,월세,원룸,500.0,38.0,9,11.0,없음,20170927,2024-03-06,강서구,
21680,40082326,미등록 건물명,강서구 공항동 665-4,전세,빌라,22500.0,0.0,6,7.7,"['송정역', '공항시장역', '마곡역']",2022-11-08,2024-05-01,강서구,공항동
6201,40023142,한빛어반뉴스토리,강서구 등촌동 656-37,전세,오피스텔,21595.0,0.0,9.5,8.3,"['증미역', '가양역', '등촌역']",2017.09,2024-03-05,강서구,등촌동
15690,40060324,미등록 건물명,강서구 신호동 250-9,월세,원룸,200.0,35.0,10,8.6,없음,20170823,2024-07-09,강서구,
21884,40082987,미등록 건물명,강서구 화곡동 143-6,월세,빌라,3000.0,70.0,8,7.6,"['화곡역', '우장산역', '까치산역']",20160219,2024-03-11,강서구,화곡동
14761,40057037,미등록 건물명,강서구 화곡동 397-40,전세,빌라,16000.0,0.0,4,10.0,"['까치산역', '화곡역', '신정역']",2013,2024-03-05,강서구,화곡동
21838,40082839,미등록 건물명,강서구 화전동 576-1,월세,원룸,100.0,25.0,10,7.0,없음,20121102,2024-08-16,강서구,
1760,40006376,명지대방디엠시티센텀오션1,강서구 명지동 3432-5,전세,오피스텔,11000.0,0.0,8,8.3,없음,20210412,2024-03-12,강서구,
15925,40061445,아델스하임,강서구 화곡동 925-22,월세,오피스텔,3000.0,69.0,6.5,7.8,"['까치산역', '신정역', '화곡역']",20200501,2024-03-12,강서구,화곡동
5986,40022320,미등록 건물명,강서구 화곡동 353-7,월세,원룸,500.0,50.0,7,6.0,"['까치산역', '화곡역']",2009.8.27,2024-03-21,강서구,화곡동
12111,40047336,KM파크빌,강서구 화곡동 903-11,월세,오피스텔,200.0,55.0,9,9.4,"['까치산역', '신정역', '신정네거리역']",20191114,2024-03-06,강서구,화곡동
21385,40081301,미등록 건물명,강서구 화곡동 102-92,매매,빌라,5.0,8.8,"['화곡역', '까치산역', '우장산역']",2022.10.20,2024-03-22,,,강서구,화곡동
1783,40006464,"명지삼정그린코아웨스트(101,102)",강서구 명지동 3229-26,월세,오피스텔,4000.0,7.0,6,7.1,없음,20150730,2024-03-21,강서구,
8612,40033028,양지,강서구 화곡동 917-1,월세,오피스텔,4000.0,90.0,11,8.6,"['까치산역', '신정역', '화곡역']",20221118,2024-03-03,강서구,화곡동
11990,40046874,센트럴시티,강서구 등촌동 656-57,월세,오피스텔,1000.0,58.0,8,4.1,"['가양역', '증미역', '등촌역']",20201015,2024-03-04,강서구,등촌동
