,ID,건물명,주소,판매 유형,건물 유형,보증금,월 납입 비용,관리비,면적(단위:평),주변 지하철역,준공일자,판매등록일자,구,동
7883,40030166,미등록 건물명,강남구 일원동 673-2,월세,원룸,160.0,160.0,0,9.0,"['대청역', '일원역', '대모산입구역']",20220126,2024-08-19,강남구,일원동
19730,40074733,미등록 건물명,강남구 삼성동 9-10,월세,원룸,1000.0,53.0,12,12.1,"['강남구청역', '선정릉역', '청담역']",1996년 08월 28일,2024-03-13,강남구,삼성동
22213,40084104,미등록 건물명,강남구 논현동 184-14,월세,빌라,10.0,10.0,10,15.0,"['신논현역', '논현역', '언주역']",19950322,2024-03-06,강남구,논현동
19754,40074808,미등록 건물명,강남구 대치동 914-6,전세,원룸,25000.0,0.0,10,11.1,"['한티역', '선릉역', '삼성역']",20020201,2024-03-06,강남구,대치동
22184,40084036,미등록 건물명,강남구 논현동 193-26,전세,빌라,30000.0,0.0,7,14.0,"['언주역', '신논현역', '학동역']",19950616,2024-03-12,강남구,논현동
22151,40083891,미등록 건물명,강남구 역삼동 655-19,전세,원룸,24300.0,0.0,10,10.2,"['언주역', '선정릉역', '역삼역']",2002.9.4,2024-03-11,강남구,역삼동
4134,40014490,미등록 건물명,강남구 역삼동 792-7,월세,빌라,30000.0,10.0,12,12.0,"['역삼역', '강남역', '양재역']",20180214,2024-03-16,강남구,역삼동
4213,40014763,강남IBC,강남구 역삼동 648-1,월세,오피스텔,120.0,120.0,10,8.2,"['강남역', '역삼역', '신논현역']",1987-01-08 ,2024-03-03,강남구,역삼동
22226,40084151,강남드림하이,강남구 세곡동 616,전세,오피스텔,35000.0,0.0,18,12.8,없음,20180427,2024-03-07,강남구,세곡동
18072,40069334,미등록 건물명,강남구 논현동 173-16,전세,원룸,26000.0,0.0,0,8.2,"['언주역', '학동역', '신논현역']",20190227,2024-03-08,강남구,논현동
11654,40045391,미등록 건물명,강남구 역삼동 624-41,월세,원룸,200.0,120.0,10,13.0,"['언주역', '신논현역', '역삼역']",19880419,2024-03-12,강남구,역삼동
1529,40005638,미등록 건물명,강남구 역삼동 774-42,월세,빌라,5000.0,180.0,10,8.6,"['한티역', '역삼역', '선릉역']",2021-11-09,2024-08-28,강남구,역삼동
1531,40005650,미등록 건물명,강남구 역삼동 661-4,월세,빌라,3000.0,190.0,10,8.9,"['언주역', '역삼역', '선정릉역']",	2016년 04월 20일,2024-02-29,강남구,역삼동
4261,40015007,라온프라이빗시티강남,강남구 세곡동 590,전세,오피스텔,40000.0,0.0,15,17.8,없음,2017년2월,2024-03-06,강남구,세곡동
22075,40083649,미등록 건물명,강남구 역삼동 691-17,월세,빌라,200.0,190.0,13,19.0,"['선정릉역', '선릉역', '언주역']",2003-05-14 ,2024-03-11,강남구,역삼동
18037,40069223,미등록 건물명,강남구 대치동 900-36,월세,빌라,5000.0,130.0,15,19.7,"['선릉역', '한티역', '삼성역']",1998.01.26,2024-03-06,강남구,대치동
18036,40069216,더스위트캐슬,강남구 역삼동 603-5,월세,오피스텔,1000.0,115.0,17,6.2,"['언주역', '신논현역', '역삼역']",20151102,2024-03-05,강남구,역삼동
14282,40055320,미등록 건물명,강남구 역삼동 608-3,월세,빌라,2000.0,124.0,0,12.3,"['언주역', '역삼역', '신논현역']",20020208,2024-03-04,강남구,역삼동
2860,40010171,미등록 건물명,강남구 역삼동 778-23,전세,빌라,30000.0,0.0,8,15.0,"['한티역', '역삼역', '매봉역']",20131030,2024-03-02,강남구,역삼동
17019,40065823,신논현마에스트로,강남구 역삼동 603-7,월세,오피스텔,1000.0,80.0,9,6.2,"['언주역', '신논현역', '역삼역']",20131213,2024-03-05,강남구,역삼동
22253,40084253,미등록 건물명,강남구 논현동 182-10,월세,원룸,50.0,50.0,5,8.0,"['신논현역', '논현역', '언주역']",1992.04.24,2024-03-20,강남구,논현동
11564,40044963,미등록 건물명,강남구 역삼동 657-40,전세,원룸,18500.0,0.0,0,9.0,"['언주역', '역삼역', '선정릉역']",20170710,2024-04-17,강남구,역삼동
5152,40018910,미등록 건물명,강남구 삼성동 120-4,월세,원룸,120.0,120.0,10,9.5,"['삼성중앙역', '봉은사역', '선릉역']",2003.01.06,2024-03-07,강남구,삼성동
11567,40044984,미등록 건물명,강남구 역삼동 752-39,월세,원룸,100.0,60.0,10,5.8,"['강남역', '역삼역', '양재역']",1994-09-07,2024-03-07,강남구,역삼동
16977,40065651,미등록 건물명,강남구 역삼동 691-18,월세,원룸,100.0,95.0,10,10.0,"['선정릉역', '선릉역', '언주역']",20020829,2024-03-13,강남구,역삼동
12995,40050708,미등록 건물명,강남구 논현동 217-1,전세,빌라,20000.0,0.0,10,14.7,"['학동역', '언주역', '강남구청역']",19960829,2024-07-11,강남구,논현동
12990,40050685,K타워,강남구 역삼동 703-6,월세,오피스텔,1000.0,85.0,10,6.1,"['선릉역', '선정릉역', '역삼역']",20140430,2024-03-06,강남구,역삼동
4071,40014214,미등록 건물명,강남구 역삼동 685-8,월세,빌라,10000.0,80.0,10,15.0,"['선정릉역', '선릉역', '언주역']",19950709,2024-03-06,강남구,역삼동
8814,40033837,미등록 건물명,강남구 역삼동 601-28,월세,원룸,100.0,60.0,10,9.1,"['신논현역', '강남역', '언주역']",19970526,2024-03-12,강남구,역삼동
22310,40084429,미등록 건물명,강남구 개포동 1236-1,월세,빌라,30000.0,15.0,6,9.0,"['양재시민의숲역', '매봉역', '양재역']",20180403,2024-03-13,강남구,개포동
1433,40005270,역삼디오슈페리움,강남구 역삼동 832-5,월세,오피스텔,2000.0,165.0,0,13.4,"['강남역', '양재역', '역삼역']",20060828,2024-04-17,강남구,역삼동
5131,40018811,미등록 건물명,강남구 논현동 219-26,월세,원룸,150.0,150.0,10,8.9,"['학동역', '언주역', '선정릉역']",20180124,2024-03-01,강남구,논현동
5128,40018790,미등록 건물명,강남구 개포동 1224-2,월세,빌라,5000.0,110.0,8,6.1,"['양재시민의숲역', '매봉역']",2002.10.26,2024-03-04,강남구,개포동
22293,40084382,미등록 건물명,강남구 역삼동 778-13,전세,빌라,38300.0,0.0,10,13.0,"['한티역', '역삼역', '매봉역']",202111115,2024-07-09,강남구,역삼동
18163,40069589,강남역서희스타힐스,강남구 역삼동 837-18,월세,오피스텔,200.0,115.0,9.9,4.7,"['양재역', '강남역', '역삼역']",2012-10-08 ,2024-04-17,강남구,역삼동
19677,40074528,미등록 건물명,강남구 역삼동 741-20,월세,빌라,120.0,120.0,10,11.7,"['역삼역', '강남역', '언주역']",2002-03-30 ,2024-06-03,강남구,역삼동
12948,40050506,미등록 건물명,강남구 역삼동 660-23,월세,원룸,1000.0,60.0,6,10.0,"['언주역', '역삼역', '선정릉역']",20020129,2024-03-12,강남구,역삼동
18166,40069606,미등록 건물명,강남구 역삼동 689-22,전세,빌라,29000.0,0.0,9,22.0,"['선정릉역', '선릉역', '언주역']",20020325,2024-04-17,강남구,역삼동
8841,40033932,미등록 건물명,강남구 개포동 1236-1,전세,빌라,32000.0,0.0,6,9.0,"['양재시민의숲역', '매봉역', '양재역']",20180403,2024-03-05,강남구,개포동
11717,40045674,미등록 건물명,강남구 논현동 156-22,월세,빌라,29500.0,20.0,10,7.6,"['언주역', '학동역', '신논현역']",20190611,2024-03-05,강남구,논현동
19838,40075135,미등록 건물명,강남구 대치동 901-50,전세,빌라,33000.0,0.0,15,8.3,"['선릉역', '한티역', '삼성역']",20160624,2024-03-25,강남구,대치동
1670,40006103,미등록 건물명,강남구 논현동 174-4,전세,원룸,20000.0,0.0,7,6.3,"['언주역', '학동역', '신논현역']",20160614,2024-03-04,강남구,논현동
5018,40018304,미등록 건물명,강남구 논현동 158-31,월세,원룸,100.0,65.0,9,8.0,"['논현역', '신논현역', '언주역']",2007-07-02 ,2024-03-04,강남구,논현동
1674,40006109,강남역이스턴,강남구 역삼동 735-15,월세,오피스텔,500.0,76.0,9,6.0,"['역삼역', '강남역', '언주역']",2014-06-23 ,2024-07-19,강남구,역삼동
21953,40083194,미등록 건물명,강남구 논현동 189-6,월세,빌라,1000.0,100.0,12,11.1,"['언주역', '신논현역', '학동역']",1997.03.19,2024-03-07,강남구,논현동
21925,40083105,미등록 건물명,강남구 역삼동 773-16,월세,빌라,3000.0,130.0,5,17.0,"['한티역', '역삼역', '선릉역']",19910806,2024-03-18,강남구,역삼동
4331,40015408,강남역투웨니퍼스트,강남구 역삼동 824-9,월세,오피스텔,1000.0,90.0,10,5.6,"['강남역', '역삼역', '신논현역']",20190510,2024-03-04,강남구,역삼동
1714,40006193,미등록 건물명,강남구 역삼동 788-25,월세,빌라,5000.0,150.0,13,7.7,"['매봉역', '역삼역', '한티역']",20190320,2024-03-01,강남구,역삼동
12721,40049659,현대썬앤빌테헤란,강남구 대치동 894,월세,오피스텔,350.0,250.0,15,12.2,"['선릉역', '삼성역', '한티역']",20161020,2024-03-06,강남구,대치동
4994,40018177,미등록 건물명,강남구 논현동 244-15,월세,빌라,1000.0,160.0,10,6.8,"['강남구청역', '선정릉역', '학동역']",2017.08.03 ,2024-03-04,강남구,논현동
21873,40082954,미등록 건물명,강남구 역삼동 669-7,월세,원룸,2000.0,100.0,10,5.9,"['역삼역', '언주역', '선정릉역']",20170418,2024-03-13,강남구,역삼동
17994,40069073,미등록 건물명,강남구 역삼동 699-23,월세,원룸,100.0,60.0,10,6.0,"['선릉역', '선정릉역', '역삼역']",1995-07-15 ,2024-03-31,강남구,역삼동
17180,40066364,미등록 건물명,강남구 삼성동 27-22,전세,빌라,43000.0,0.0,4,21.6,"['삼성중앙역', '청담역', '선정릉역']",2003.05.28,2024-07-11,강남구,삼성동
4971,40018098,미등록 건물명,강남구 삼성동 112-18,월세,빌라,3000.0,150.0,10,7.6,"['선정릉역', '선릉역', '삼성중앙역']",2017-07-17,2024-03-04,강남구,삼성동
2805,40009973,미등록 건물명,강남구 대치동 929-20,월세,원룸,5000.0,80.0,5,8.9,"['한티역', '대치역', '선릉역']",2001.12.27,2024-03-11,강남구,대치동
1753,40006350,미등록 건물명,강남구 논현동 170-13,월세,원룸,100.0,100.0,10,9.7,"['신논현역', '언주역', '논현역']",20020726,2024-03-02,강남구,논현동
21810,40082763,미등록 건물명,강남구 대치동 901-12,월세,원룸,110.0,110.0,10,7.9,"['선릉역', '한티역', '삼성역']",20020517,2024-03-21,강남구,대치동
20070,40076155,미등록 건물명,강남구 역삼동 620-18,월세,원룸,1000.0,90.0,0,9.0,"['강남역', '신논현역', '역삼역']",2004.04.06,2024-03-20,강남구,역삼동
11720,40045683,미등록 건물명,강남구 역삼동 626-2,월세,빌라,290.0,290.0,20,25.0,"['언주역', '역삼역', '신논현역']",19880531,2024-03-06,강남구,역삼동
8120,40031249,미등록 건물명,강남구 역삼동 693-1,전세,빌라,25000.0,0.0,15,13.8,"['선정릉역', '선릉역', '언주역']",20021004,2024-03-04,강남구,역삼동
1652,40006063,미등록 건물명,강남구 개포동 660-18,월세,빌라,2000.0,100.0,5,11.8,"['구룡역', '개포동역', '매봉역']",2011-09-08 ,2024-03-05,강남구,개포동
1594,40005914,미등록 건물명,강남구 논현동 263-11,월세,원룸,1000.0,80.0,15,10.0,"['선정릉역', '언주역', '강남구청역']",2000.07.03,2024-03-01,강남구,논현동
12768,40049862,미등록 건물명,강남구 역삼동 640-6,월세,빌라,2000.0,110.0,8,11.4,"['역삼역', '언주역', '강남역']",1998-01-26 ,2024-03-06,강남구,역삼동
1598,40005926,미등록 건물명,강남구 논현동 130-26,월세,원룸,1000.0,55.0,10,7.9,"['학동역', '언주역', '논현역']",2002.01.09,2024-02-29,강남구,논현동
19913,40075439,미등록 건물명,강남구 논현동 187-12,월세,원룸,1000.0,125.0,10,12.0,"['신논현역', '언주역', '논현역']",20001222,2024-03-13,강남구,논현동
14303,40055392,미등록 건물명,강남구 역삼동 733-3,월세,원룸,1000.0,45.0,5,7.3,"['역삼역', '한티역', '강남역']",2000.11.10,2024-04-03,강남구,역삼동
1613,40005961,미등록 건물명,강남구 논현동 267,전세,빌라,35000.0,0.0,10,14.5,"['선정릉역', '강남구청역', '학동역']",20031001,2024-03-05,강남구,논현동
1615,40005964,미등록 건물명,강남구 삼성동 115-37,월세,원룸,1000.0,65.0,5,8.0,"['삼성중앙역', '선정릉역', '선릉역']",1997.08.04,2024-03-12,강남구,삼성동
18004,40069102,미등록 건물명,강남구 역삼동 633-14,월세,원룸,100.0,80.0,10,5.8,"['역삼역', '강남역', '신논현역']",2012-06-04 ,2024-03-31,강남구,역삼동
12752,40049786,신안메트로칸,강남구 대치동 943-24,월세,오피스텔,1000.0,80.0,8,9.1,"['삼성역', '봉은사역', '삼성중앙역']",2004-07-29,2024-03-10,강남구,대치동
21995,40083351,미등록 건물명,강남구 역삼동 778-17,월세,빌라,10000.0,240.0,15,22.2,"['역삼역', '한티역', '매봉역']",2001-10-16 ,2024-03-07,강남구,역삼동
17121,40066172,미등록 건물명,강남구 대치동 916-59,전세,빌라,30000.0,0.0,10,10.6,"['한티역', '선릉역', '대치역']",1996.05.31,2024-06-26,강남구,대치동
11768,40045898,미등록 건물명,강남구 역삼동 640-6,월세,빌라,2000.0,110.0,8,13.0,"['역삼역', '언주역', '강남역']",19980126,2024-03-04,강남구,역삼동
1633,40006010,미등록 건물명,강남구 논현동 13-20,월세,원룸,150.0,150.0,10,15.0,"['신사역', '논현역', '학동역']",2015-06-01 ,2024-07-04,강남구,논현동
1637,40006024,신안메트로칸,강남구 대치동 943-24,월세,오피스텔,150.0,110.0,10,7.9,"['삼성역', '봉은사역', '삼성중앙역']",20040729,2024-07-06,강남구,대치동
1641,40006042,미등록 건물명,강남구 삼성동 150-10,월세,원룸,200.0,130.0,10,11.0,"['삼성중앙역', '봉은사역', '삼성역']",2019-06-04,2024-03-03,강남구,삼성동
12734,40049700,미등록 건물명,강남구 대치동 954-14,월세,원룸,1000.0,100.0,10,9.0,"['삼성역', '선릉역', '봉은사역']",20040116,2024-03-06,강남구,대치동
18010,40069117,미등록 건물명,강남구 도곡동 515-18,월세,빌라,4000.0,75.0,5,13.0,"['매봉역', '양재역', '도곡역']",19960605,2024-03-06,강남구,도곡동
18171,40069621,미등록 건물명,강남구 역삼동 636-24,월세,빌라,200.0,120.0,15,12.4,"['역삼역', '강남역', '신논현역']",1995-11-25 ,2024-06-03,강남구,역삼동
19653,40074438,미등록 건물명,강남구 삼성동 46-34,월세,원룸,1000.0,85.0,10,7.6,"['삼성중앙역', '선정릉역', '청담역']",20101230,2024-03-08,강남구,삼성동
22377,40084675,리에바움,강남구 역삼동 703,월세,오피스텔,1000.0,80.0,0,5.0,"['선릉역', '선정릉역', '역삼역']",2020.10,2024-04-16,강남구,역삼동
11149,40043142,현대썬앤빌,강남구 신사동 588-16,월세,오피스텔,2000.0,85.0,20,5.0,"['압구정역', '학동역', '강남구청역']",20150209,2024-03-07,강남구,신사동
19564,40074119,미등록 건물명,강남구 논현동 130-27,월세,원룸,60.0,60.0,8,4.0,"['학동역', '언주역', '논현역']",2011.03.09,2024-04-05,강남구,논현동
22642,40085533,미등록 건물명,강남구 역삼동 692-11,월세,빌라,2000.0,160.0,10,12.5,"['선정릉역', '선릉역', '언주역']",2000.11.7,2024-04-06,강남구,역삼동
7913,40030306,미등록 건물명,강남구 일원동 662-5,월세,원룸,1000.0,45.0,5,6.0,"['대청역', '일원역', '대모산입구역']",19860219,2024-03-13,강남구,일원동
1145,40004111,미등록 건물명,강남구 논현동 131-24,월세,원룸,500.0,38.0,7,7.0,"['학동역', '언주역', '논현역']",19910618,2024-08-31,강남구,논현동
11162,40043210,미등록 건물명,강남구 역삼동 628-3,월세,원룸,1000.0,65.0,8,8.0,"['언주역', '역삼역', '신논현역']",20021226,2024-04-17,강남구,역삼동
22619,40085458,미등록 건물명,강남구 개포동 1168-2,전세,빌라,32000.0,0.0,10,9.1,['양재시민의숲역'],2021.11.25,2024-03-15,강남구,개포동
1124,40004026,미등록 건물명,강남구 논현동 122-25,월세,빌라,20000.0,50.0,15,17.1,"['논현역', '신논현역', '신사역']",1996.3.22,2024-03-20,강남구,논현동
2988,40010577,미등록 건물명,강남구 논현동 189-21,월세,원룸,1000.0,100.0,7,10.0,"['언주역', '신논현역', '학동역']",20170407,2024-04-17,강남구,논현동
11176,40043262,논현아이파크,강남구 논현동 225-6,월세,오피스텔,180.0,180.0,10,8.3,"['언주역', '학동역', '선정릉역']",2020-08-28 ,2024-03-11,강남구,논현동
8345,40032134,미등록 건물명,강남구 논현동 175-5,월세,원룸,130.0,115.0,10,12.0,"['언주역', '학동역', '신논현역']",20001020,2024-08-16,강남구,논현동
11252,40043515,미등록 건물명,강남구 개포동 1232-14,월세,빌라,3000.0,126.0,10,8.5,"['매봉역', '양재시민의숲역', '양재역']",20181123,2024-03-05,강남구,개포동
15009,40057787,미등록 건물명,강남구 역삼동 608-3,월세,빌라,2000.0,125.0,9,13.3,"['언주역', '역삼역', '신논현역']",20020208,2024-03-07,강남구,역삼동
2982,40010569,미등록 건물명,강남구 역삼동 697-49,월세,원룸,1000.0,75.0,5,8.0,"['선릉역', '선정릉역', '역삼역']",1996.10.09,2024-03-26,강남구,역삼동
18199,40069688,미등록 건물명,강남구 논현동 186-1,월세,빌라,250.0,200.0,0,22.0,"['신논현역', '언주역', '논현역']",19930903,2024-04-17,강남구,논현동
1212,40004419,미등록 건물명,강남구 대치동 925-15,월세,빌라,3000.0,140.0,10,8.4,"['한티역', '대치역', '선릉역']",2017-02-01,2024-03-08,강남구,대치동
2986,40010575,미등록 건물명,강남구 논현동 179-17,월세,원룸,100.0,60.0,7,8.0,"['언주역', '신논현역', '논현역']",2002-01-07 ,2024-03-03,강남구,논현동
2975,40010553,미등록 건물명,강남구 논현동 136-14,월세,원룸,1000.0,150.0,0,7.1,"['논현역', '학동역', '신사역']",20211125,2024-03-04,강남구,논현동
13129,40051255,미등록 건물명,강남구 논현동 177-14,월세,원룸,3000.0,74.0,10,11.5,"['언주역', '학동역', '신논현역']",2002.03.04,2024-03-06,강남구,논현동
7200,40027142,대치2차아이파크,강남구 대치동 944-21,전세,오피스텔,90000.0,0.0,38.5,21.2,"['삼성역', '봉은사역', '삼성중앙역']",2018.08.09,2024-03-14,강남구,대치동
22763,40085900,미등록 건물명,강남구 논현동 124-33,월세,원룸,2000.0,70.0,14.5,7.5,"['논현역', '학동역', '신논현역']",20120424,2024-03-13,강남구,논현동
5374,40019960,강남역서희스타힐스,강남구 역삼동 837-18,월세,오피스텔,1000.0,90.0,9,7.7,"['양재역', '강남역', '역삼역']",2012.10.08,2024-03-04,강남구,역삼동
22759,40085891,미등록 건물명,강남구 논현동 272-17,전세,빌라,42000.0,0.0,7,9.0,"['선정릉역', '언주역', '강남구청역']",20220225,2024-03-20,강남구,논현동
14147,40054828,미등록 건물명,강남구 삼성동 33-27,월세,원룸,1000.0,75.0,8,4.5,"['선정릉역', '강남구청역', '삼성중앙역']",20131202,2024-03-12,강남구,삼성동
13153,40051334,현대썬앤빌삼성역,강남구 삼성동 157-14,전세,오피스텔,32000.0,0.0,11,7.9,"['삼성역', '삼성중앙역', '봉은사역']",2019년12월,2024-03-17,강남구,삼성동
1064,40003816,미등록 건물명,강남구 역삼동 791-11,전세,빌라,33000.0,0.0,10,15.9,"['역삼역', '강남역', '매봉역']",2004.11.05,2024-03-15,강남구,역삼동
16727,40064722,미등록 건물명,강남구 역삼동 796-10,월세,원룸,1000.0,90.0,10,8.0,"['역삼역', '매봉역', '양재역']",20040219,2024-07-08,강남구,역삼동
18210,40069727,미등록 건물명,강남구 역삼동 664-15,월세,빌라,150.0,150.0,0,15.0,"['언주역', '역삼역', '선정릉역']",19980116,2024-04-17,강남구,역삼동
6585,40024527,미등록 건물명,강남구 논현동 159-5,월세,빌라,1000.0,151.0,9,15.0,"['논현역', '신논현역', '학동역']",19920131,2024-03-09,강남구,논현동
1072,40003838,미등록 건물명,강남구 대치동 898-18,전세,빌라,40000.0,0.0,13,16.9,"['선릉역', '한티역', '선정릉역']",2003.02.25,2024-03-02,강남구,대치동
1081,40003864,미등록 건물명,강남구 신사동 533-14,전세,원룸,20000.0,0.0,20,10.0,"['신사역', '압구정역', '학동역']",20010604,2024-03-02,강남구,신사동
15065,40057965,미등록 건물명,강남구 역삼동 774-42,월세,빌라,5000.0,180.0,10,10.2,"['한티역', '역삼역', '선릉역']",2021.11.09,2024-03-07,강남구,역삼동
15057,40057948,미등록 건물명,강남구 역삼동 640-6,월세,빌라,2000.0,110.0,8,11.4,"['역삼역', '언주역', '강남역']",1998.01.26,2024-03-07,강남구,역삼동
8976,40034485,미등록 건물명,강남구 역삼동 633-10,월세,원룸,200.0,130.0,10,9.0,"['역삼역', '강남역', '언주역']",20131031,2024-04-17,강남구,역삼동
19529,40074013,미등록 건물명,강남구 논현동 124-11,월세,원룸,100.0,60.0,6,9.0,"['논현역', '학동역', '신사역']",2017.12.14,2024-08-30,강남구,논현동
15056,40057944,미등록 건물명,강남구 개포동 1232-14,월세,빌라,3000.0,126.0,10,16.0,"['매봉역', '양재시민의숲역', '양재역']",20181123,2024-03-04,강남구,개포동
1068,40003826,미등록 건물명,강남구 역삼동 685-1,월세,원룸,100.0,100.0,9,9.0,"['선정릉역', '선릉역', '언주역']",20170228,2024-07-18,강남구,역삼동
11275,40043668,미등록 건물명,강남구 삼성동 10-9,월세,원룸,150.0,80.0,13,9.0,"['선정릉역', '강남구청역', '삼성중앙역']",2002.05.07,2024-03-31,강남구,삼성동
8919,40034263,미등록 건물명,강남구 신사동 624-26,월세,원룸,1000.0,60.0,3,8.5,"['압구정역', '압구정로데오역', '강남구청역']",19960617,2024-03-11,강남구,신사동
22564,40085256,미등록 건물명,강남구 도곡동 413,월세,빌라,3000.0,200.0,0,8.6,"['매봉역', '양재역', '도곡역']",2023-12-22 ,2024-04-02,강남구,도곡동
18188,40069661,미등록 건물명,강남구 역삼동 632-14,월세,빌라,250.0,165.0,10,15.0,"['역삼역', '언주역', '강남역']",20120117,2024-04-17,강남구,역삼동
22459,40084947,한양수자인어반게이트,강남구 논현동 221-7,월세,오피스텔,10000.0,55.0,8,8.0,"['언주역', '학동역', '선정릉역']",2013.06.26,2024-03-13,강남구,논현동
16922,40065459,미등록 건물명,강남구 역삼동 685-19,월세,원룸,2000.0,130.0,10,12.1,"['선정릉역', '선릉역', '언주역']",2001-12-27 ,2024-03-16,강남구,역삼동
11531,40044782,미등록 건물명,강남구 논현동 182-10,월세,원룸,100.0,50.0,7,7.0,"['신논현역', '논현역', '언주역']",1992-04-24 ,2024-03-18,강남구,논현동
16944,40065545,미등록 건물명,강남구 논현동 229-9,월세,원룸,120.0,120.0,15,9.5,"['언주역', '학동역', '선정릉역']",2004-04-01 ,2024-03-07,강남구,논현동
5187,40019095,미등록 건물명,강남구 개포동 1164-19,월세,원룸,1500.0,65.0,5,9.2,['양재시민의숲역'],1997.1.13,2024-03-11,강남구,개포동
13062,40050955,미등록 건물명,강남구 삼성동 33-27,월세,원룸,1000.0,80.0,3,4.5,"['선정릉역', '강남구청역', '삼성중앙역']",2013-12-02 ,2024-03-14,강남구,삼성동
19619,40074320,미등록 건물명,강남구 논현동 174-19,월세,원룸,85.0,85.0,10,8.0,"['언주역', '학동역', '신논현역']",20161104,2024-03-06,강남구,논현동
11533,40044786,미등록 건물명,강남구 논현동 161-13,전세,빌라,30000.0,0.0,7,16.0,"['논현역', '신논현역', '언주역']",1992.09.16,2024-03-07,강남구,논현동
1384,40005109,미등록 건물명,강남구 역삼동 627-4,월세,원룸,150.0,130.0,10,9.0,"['언주역', '역삼역', '신논현역']",20020209,2024-04-17,강남구,역삼동
18186,40069655,미등록 건물명,강남구 역삼동 664-15,월세,빌라,250.0,180.0,0,24.0,"['언주역', '역삼역', '선정릉역']",19980116,2024-04-17,강남구,역삼동
11534,40044787,어반포레스트삼성,강남구 삼성동 143-23,월세,오피스텔,300.0,350.0,0,14.0,"['선릉역', '삼성중앙역', '삼성역']",20231027,2024-04-17,강남구,삼성동
13016,40050767,미등록 건물명,강남구 논현동 220-17,월세,원룸,2000.0,85.0,10,11.0,"['학동역', '언주역', '선정릉역']",20011114,2024-03-05,강남구,논현동
22390,40084713,미등록 건물명,강남구 역삼동 634,월세,원룸,1000.0,63.0,9,8.0,"['신논현역', '언주역', '강남역']",2002-05-23 ,2024-03-08,강남구,역삼동
13008,40050737,미등록 건물명,강남구 논현동 251-8,월세,빌라,390.0,390.0,9.9,26.0,"['강남구청역', '학동역', '선정릉역']",20080612,2024-03-05,강남구,논현동
1404,40005173,미등록 건물명,강남구 역삼동 623-20,월세,원룸,1000.0,73.0,12,8.0,"['신논현역', '언주역', '역삼역']",20120807,2024-02-29,강남구,역삼동
22426,40084826,미등록 건물명,강남구 역삼동 690-17,월세,빌라,25000.0,30.0,10,12.6,"['선정릉역', '선릉역', '언주역']",2000-11-08 ,2024-03-18,강남구,역삼동
14936,40057566,미등록 건물명,강남구 신사동 533-14,전세,빌라,20000.0,0.0,20,12.0,"['신사역', '압구정역', '학동역']",2001년6월4일,2024-03-06,강남구,신사동
4030,40014020,미등록 건물명,강남구 대치동 904-8,전세,빌라,41000.0,0.0,7,17.0,"['선릉역', '한티역', '삼성역']",20060112,2024-03-13,강남구,대치동
16881,40065292,태건강남헤븐리치더써밋761,강남구 역삼동 605-17,월세,오피스텔,800.0,95.0,12,4.5,"['언주역', '신논현역', '역삼역']",20210423,2024-03-11,강남구,역삼동
13064,40050957,미등록 건물명,강남구 역삼동 799-2,월세,빌라,2000.0,120.0,10,14.0,"['양재역', '역삼역', '매봉역']",2001-07-10,2024-03-06,강남구,역삼동
22560,40085249,미등록 건물명,강남구 도곡동 413,월세,빌라,3000.0,200.0,7,8.1,"['매봉역', '양재역', '도곡역']",2023.12.22,2024-04-27,강남구,도곡동
11278,40043677,미등록 건물명,강남구 역삼동 690-15,월세,원룸,100.0,80.0,10,9.0,"['선정릉역', '선릉역', '언주역']",2003-12-10,2024-03-31,강남구,역삼동
14972,40057681,요진와이시티미니,강남구 역삼동 727-9,월세,오피스텔,13000.0,20.0,12,3.7,"['역삼역', '강남역', '선릉역']",2012-06-21 ,2024-03-07,강남구,역삼동
19584,40074189,미등록 건물명,강남구 역삼동 693-32,전세,원룸,16800.0,0.0,5,10.0,"['선정릉역', '선릉역', '언주역']",2001.01.05,2024-03-16,강남구,역삼동
11463,40044560,미등록 건물명,강남구 역삼동 624-41,월세,원룸,200.0,130.0,15,15.0,"['언주역', '신논현역', '역삼역']",19880419,2024-03-06,강남구,역삼동
22502,40085086,미등록 건물명,강남구 역삼동 634,월세,원룸,1000.0,63.0,9,10.0,"['신논현역', '언주역', '강남역']",20020523,2024-03-07,강남구,역삼동
2966,40010528,미등록 건물명,강남구 역삼동 610-2,월세,원룸,100.0,90.0,9.9,9.0,"['언주역', '역삼역', '신논현역']",2010-12-22 ,2024-04-17,강남구,역삼동
11477,40044587,미등록 건물명,강남구 청담동 13-39,월세,빌라,5000.0,210.0,20,18.0,"['청담역', '강남구청역', '압구정로데오역']",2019-05-10,2024-04-01,강남구,청담동
22496,40085057,미등록 건물명,강남구 역삼동 798-27,월세,빌라,2000.0,175.0,12,12.4,"['매봉역', '역삼역', '양재역']",20161116,2024-03-13,강남구,역삼동
11499,40044666,미등록 건물명,서울시 강남구 역삼동,월세,원룸,1000.0,80.0,10,9.1,"['선정릉역', '선릉역', '언주역']",2000-11-07 ,2024-03-12,강남구,역삼동
18190,40069667,미등록 건물명,강남구 논현동 196-3,전세,빌라,30000.0,0.0,7,16.1,"['신논현역', '언주역', '논현역']",20040116,2024-04-17,강남구,논현동
16864,40065219,미등록 건물명,강남구 역삼동 745-18,월세,원룸,1500.0,130.0,20,17.0,"['역삼역', '강남역', '언주역']",20010622,2024-03-13,강남구,역삼동
